#time,flux,flux_err
2460101.83688158,0.04194351230000137,0.0110622955
2460101.84458095,0.04736632000000185,0.0095954151
2460101.85110441,0.039466350600001476,0.0089629822
2460101.85820519,0.04165356369999884,0.0092768631
2460101.86520434,0.03631286290000091,0.0086908823
2460101.87191568,0.03596734290000114,0.008372949
2460101.88085728,0.024458691999999616,0.0082411048
2460101.88726075,0.015030298700001055,0.0084742884
2460101.89563543,0.03424334390000183,0.0126316099
2460101.9011858,0.012782269999998874,0.0130694408
2460101.90897603,0.015929801800002252,0.0107131713
2460101.91531869,-0.004049947199998627,0.011073742
2460101.92460624,-0.0025068335000000275,0.0140115276
2460101.93190567,-0.01333592519999982,0.0095903848
2460101.93822976,-3.3265700000839615e-05,0.0087799162
2460101.94555634,-0.030793135699997976,0.0085037628
2460101.95232036,-0.021751785100001086,0.0088284136
2460101.95937672,-0.03815178129999808,0.0083712584
2460101.96806215,-0.03854331699999847,0.0092677036
2460101.97532268,-0.037309289099997756,0.0115543555
2460101.9825101,-0.027615131699999296,0.0106806877
2460101.98894468,-0.04019024409999972,0.0096854285
2460101.99593988,-0.04114188530000007,0.0120746691
2460102.0031439,-0.042712066400000026,0.0094754155
2460102.01203083,-0.03639943860000017,0.009836867
2460102.01845671,-0.025587866199998643,0.0101873949
2460102.02654924,-0.013676737200000844,0.0108441261
2460102.03276826,-0.03277980569999883,0.0089133818
2460102.03980858,-0.021843468000000144,0.0089131928
2460102.04599385,-0.02039845059999834,0.0106074975
